primary_name,Customer Type,Period Name,Food Type,Week Name,Total Amount,Slot Timing From,Slot Timing To,city
"River Side Mall, Gomti Nagar",Adult,Lunch,VEG,MONDAY,699,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Lunch,VEG,TUESDAY,699,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Lunch,NON-VEG,MONDAY,799,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Lunch,NON-VEG,TUESDAY,799,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Lunch,VEG,SATURDAY,899,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Lunch,NON-VEG,SATURDAY,999,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,VEG,THURSDAY,799,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,VEG,FRIDAY,899,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,VEG,SATURDAY,899,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,NON-VEG,THURSDAY,899,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,NON-VEG,FRIDAY,999,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,NON-VEG,SATURDAY,999,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,VEG,TUESDAY,799,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,NON-VEG,TUESDAY,899,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,VEG,WEDNESDAY,799,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,NON-VEG,WEDNESDAY,899,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,VEG,MONDAY,799,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,NON-VEG,MONDAY,899,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,VEG,SUNDAY,899,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Adult,Dinner,NON-VEG,SUNDAY,999,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Lunch,VEG,SUNDAY,469,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Lunch,VEG,MONDAY,469,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Lunch,VEG,TUESDAY,469,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Lunch,VEG,WEDNESDAY,469,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Lunch,VEG,THURSDAY,469,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Lunch,VEG,FRIDAY,469,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Lunch,VEG,SATURDAY,469,12:00:00,17:45:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Dinner,VEG,SUNDAY,469,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Dinner,VEG,MONDAY,469,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Dinner,VEG,TUESDAY,469,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Dinner,VEG,WEDNESDAY,469,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Dinner,VEG,THURSDAY,469,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Dinner,VEG,FRIDAY,469,18:00:00,23:00:00,Lucknow
"River Side Mall, Gomti Nagar",Child,Dinner,VEG,SATURDAY,469,18:00:00,23:00:00,Lucknow
Sector 59,Child,Dinner,VEG,SATURDAY,429,18:00:00,23:00:00,Mohali
Sector 59,Adult,Lunch,VEG,SATURDAY,899,12:00:00,18:00:00,Mohali
Sector 59,Adult,Lunch,NON-VEG,SATURDAY,999,12:00:00,18:00:00,Mohali
Sector 59,Adult,Dinner,VEG,SATURDAY,899,18:00:00,23:00:00,Mohali
Sector 59,Adult,Dinner,NON-VEG,SATURDAY,999,18:00:00,23:00:00,Mohali
Sector 59,Child,Lunch,VEG,THURSDAY,429,12:00:00,16:00:00,Mohali
Sector 59,Child,Dinner,VEG,THURSDAY,429,18:00:00,23:00:00,Mohali
Sector 59,Adult,Lunch,VEG,THURSDAY,899,12:00:00,18:00:00,Mohali
Sector 59,Adult,Lunch,NON-VEG,THURSDAY,999,12:00:00,18:00:00,Mohali
Sector 59,Adult,Dinner,VEG,THURSDAY,899,18:00:00,23:00:00,Mohali
Sector 59,Adult,Dinner,NON-VEG,THURSDAY,999,18:00:00,23:00:00,Mohali
Sector 59,Child,Lunch,VEG,FRIDAY,429,12:00:00,16:00:00,Mohali
Sector 59,Child,Dinner,VEG,FRIDAY,429,18:00:00,23:00:00,Mohali
Sector 59,Child,Lunch,VEG,SATURDAY,429,12:00:00,16:00:00,Mohali
Sector 59,Adult,Lunch,VEG,FRIDAY,899,12:00:00,18:00:00,Mohali
Sector 59,Adult,Lunch,NON-VEG,FRIDAY,999,12:00:00,18:00:00,Mohali
Sector 59,Adult,Dinner,VEG,FRIDAY,899,18:00:00,23:00:00,Mohali
Sector 59,Adult,Dinner,NON-VEG,FRIDAY,999,18:00:00,23:00:00,Mohali
Sector 59,Child,Lunch,VEG,SUNDAY,429,12:00:00,16:00:00,Mohali
Sector 59,Child,Dinner,VEG,SUNDAY,429,18:00:00,23:00:00,Mohali
Sector 59,Adult,Lunch,VEG,SUNDAY,899,12:00:00,18:00:00,Mohali
Sector 59,Adult,Lunch,NON-VEG,SUNDAY,999,12:00:00,18:00:00,Mohali
Sector 59,Adult,Dinner,VEG,SUNDAY,899,18:00:00,23:00:00,Mohali
Sector 59,Adult,Dinner,NON-VEG,SUNDAY,999,18:00:00,23:00:00,Mohali
Sector 59,Child,Lunch,VEG,MONDAY,429,12:00:00,16:00:00,Mohali
Sector 59,Child,Dinner,VEG,MONDAY,429,18:00:00,23:00:00,Mohali
Sector 59,Adult,Lunch,VEG,MONDAY,699,12:00:00,18:00:00,Mohali
Sector 59,Adult,Lunch,NON-VEG,MONDAY,799,12:00:00,18:00:00,Mohali
Sector 59,Adult,Dinner,VEG,MONDAY,799,18:00:00,23:00:00,Mohali
Sector 59,Adult,Dinner,NON-VEG,MONDAY,899,18:00:00,23:00:00,Mohali
Sector 59,Child,Lunch,VEG,TUESDAY,429,12:00:00,16:00:00,Mohali
Sector 59,Child,Dinner,VEG,TUESDAY,429,18:00:00,23:00:00,Mohali
Sector 59,Adult,Lunch,VEG,TUESDAY,699,12:00:00,18:00:00,Mohali
Sector 59,Adult,Lunch,NON-VEG,TUESDAY,799,12:00:00,18:00:00,Mohali
Sector 59,Adult,Dinner,VEG,TUESDAY,799,18:00:00,23:00:00,Mohali
Sector 59,Adult,Dinner,NON-VEG,TUESDAY,899,18:00:00,23:00:00,Mohali
Sector 59,Child,Lunch,VEG,WEDNESDAY,429,12:00:00,16:00:00,Mohali
Sector 59,Child,Dinner,VEG,WEDNESDAY,429,18:00:00,23:00:00,Mohali
Sector 59,Adult,Lunch,VEG,WEDNESDAY,799,12:00:00,18:00:00,Mohali
Sector 59,Adult,Lunch,NON-VEG,WEDNESDAY,899,12:00:00,18:00:00,Mohali
Sector 59,Adult,Dinner,VEG,WEDNESDAY,799,18:00:00,23:00:00,Mohali
Sector 59,Adult,Dinner,NON-VEG,WEDNESDAY,899,18:00:00,23:00:00,Mohali
"Sector C, Vasant Kunj",Child,Lunch,VEG,SUNDAY,469,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Dinner,VEG,SUNDAY,469,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,VEG,SUNDAY,999,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,NON-VEG,SUNDAY,1099,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,VEG,SUNDAY,999,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,NON-VEG,SUNDAY,1099,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Lunch,VEG,MONDAY,469,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Dinner,VEG,MONDAY,469,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,VEG,MONDAY,799,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,NON-VEG,MONDAY,799,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,VEG,MONDAY,799,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,NON-VEG,MONDAY,899,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Lunch,VEG,TUESDAY,469,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Dinner,VEG,TUESDAY,469,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,VEG,TUESDAY,799,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,NON-VEG,TUESDAY,899,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,VEG,TUESDAY,799,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,NON-VEG,TUESDAY,799,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Lunch,VEG,WEDNESDAY,469,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Dinner,VEG,WEDNESDAY,469,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,NON-VEG,WEDNESDAY,999,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,NON-VEG,WEDNESDAY,899,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,VEG,WEDNESDAY,899,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,VEG,WEDNESDAY,799,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Lunch,VEG,THURSDAY,469,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Dinner,VEG,THURSDAY,469,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,NON-VEG,THURSDAY,999,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,NON-VEG,THURSDAY,899,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,VEG,THURSDAY,899,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,VEG,THURSDAY,799,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Lunch,VEG,FRIDAY,469,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Dinner,VEG,FRIDAY,469,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,NON-VEG,FRIDAY,1099,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,NON-VEG,FRIDAY,999,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,VEG,FRIDAY,999,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,VEG,FRIDAY,899,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Lunch,VEG,SATURDAY,469,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Child,Dinner,VEG,SATURDAY,469,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,VEG,SATURDAY,999,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Lunch,NON-VEG,SATURDAY,1099,12:00:00,16:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,VEG,SATURDAY,999,18:00:00,23:00:00,New Delhi
"Sector C, Vasant Kunj",Adult,Dinner,NON-VEG,SATURDAY,1099,18:00:00,23:00:00,New Delhi
Sohna Road,Child,Lunch,VEG,SUNDAY,469,12:00:00,16:00:00,Gurugram
Sohna Road,Child,Dinner,VEG,SUNDAY,469,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Lunch,VEG,SUNDAY,949,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Lunch,NON-VEG,SUNDAY,999,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Dinner,VEG,SUNDAY,949,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Dinner,NON-VEG,SUNDAY,999,18:00:00,23:00:00,Gurugram
Sohna Road,Child,Lunch,VEG,MONDAY,469,12:00:00,16:00:00,Gurugram
Sohna Road,Child,Dinner,VEG,MONDAY,469,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Lunch,VEG,MONDAY,699,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Lunch,NON-VEG,MONDAY,799,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Dinner,VEG,MONDAY,749,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Dinner,NON-VEG,MONDAY,799,18:00:00,23:00:00,Gurugram
Sohna Road,Child,Lunch,VEG,TUESDAY,469,12:00:00,16:00:00,Gurugram
Sohna Road,Child,Dinner,VEG,TUESDAY,469,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Lunch,VEG,TUESDAY,699,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Lunch,NON-VEG,TUESDAY,799,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Dinner,VEG,TUESDAY,749,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Dinner,NON-VEG,TUESDAY,799,18:00:00,23:00:00,Gurugram
Sohna Road,Child,Lunch,VEG,WEDNESDAY,469,12:00:00,16:00:00,Gurugram
Sohna Road,Child,Dinner,VEG,WEDNESDAY,469,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Lunch,VEG,WEDNESDAY,699,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Lunch,NON-VEG,WEDNESDAY,799,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Dinner,VEG,WEDNESDAY,849,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Dinner,NON-VEG,WEDNESDAY,899,18:00:00,23:00:00,Gurugram
Sohna Road,Child,Lunch,VEG,THURSDAY,469,12:00:00,16:00:00,Gurugram
Sohna Road,Child,Dinner,VEG,THURSDAY,469,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Lunch,VEG,THURSDAY,699,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Lunch,NON-VEG,THURSDAY,799,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Dinner,VEG,THURSDAY,849,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Dinner,NON-VEG,THURSDAY,899,18:00:00,23:00:00,Gurugram
Sohna Road,Child,Lunch,VEG,FRIDAY,469,12:00:00,16:00:00,Gurugram
Sohna Road,Child,Dinner,VEG,FRIDAY,469,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Lunch,VEG,FRIDAY,849,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Lunch,NON-VEG,FRIDAY,899,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Dinner,VEG,FRIDAY,949,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Dinner,NON-VEG,FRIDAY,999,18:00:00,23:00:00,Gurugram
Sohna Road,Child,Lunch,VEG,SATURDAY,469,12:00:00,16:00:00,Gurugram
Sohna Road,Child,Dinner,VEG,SATURDAY,469,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Lunch,VEG,SATURDAY,949,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Lunch,NON-VEG,SATURDAY,999,12:00:00,18:00:00,Gurugram
Sohna Road,Adult,Dinner,VEG,SATURDAY,949,18:00:00,23:00:00,Gurugram
Sohna Road,Adult,Dinner,NON-VEG,SATURDAY,999,18:00:00,23:00:00,Gurugram
"Crown Interiorz Mall, Sec-35",Child,Lunch,VEG,THURSDAY,469,12:00:00,16:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Dinner,VEG,THURSDAY,469,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,VEG,THURSDAY,899,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,NON-VEG,THURSDAY,999,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,VEG,THURSDAY,899,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,NON-VEG,THURSDAY,999,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Lunch,VEG,SUNDAY,469,12:00:00,16:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Dinner,VEG,SUNDAY,469,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,VEG,SUNDAY,899,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,NON-VEG,SUNDAY,999,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,VEG,SUNDAY,899,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,NON-VEG,SUNDAY,999,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Lunch,VEG,MONDAY,469,12:00:00,16:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Dinner,VEG,MONDAY,469,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,VEG,MONDAY,749,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,NON-VEG,MONDAY,849,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,VEG,MONDAY,699,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,NON-VEG,MONDAY,799,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Lunch,VEG,TUESDAY,469,12:00:00,16:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Dinner,VEG,TUESDAY,469,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,VEG,TUESDAY,749,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,NON-VEG,TUESDAY,849,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,VEG,TUESDAY,699,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,NON-VEG,TUESDAY,799,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Lunch,VEG,WEDNESDAY,469,12:00:00,16:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Dinner,VEG,WEDNESDAY,469,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,VEG,WEDNESDAY,849,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,NON-VEG,WEDNESDAY,899,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,VEG,WEDNESDAY,699,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,NON-VEG,WEDNESDAY,799,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Lunch,VEG,FRIDAY,469,12:00:00,16:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Dinner,VEG,FRIDAY,469,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,VEG,FRIDAY,849,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,NON-VEG,FRIDAY,899,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,VEG,FRIDAY,899,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,NON-VEG,FRIDAY,999,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Lunch,VEG,SATURDAY,469,12:00:00,16:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Child,Dinner,VEG,SATURDAY,469,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,VEG,SATURDAY,899,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Lunch,NON-VEG,SATURDAY,999,12:00:00,18:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,VEG,SATURDAY,899,18:00:00,23:00:00,Faridabad
"Crown Interiorz Mall, Sec-35",Adult,Dinner,NON-VEG,SATURDAY,999,18:00:00,23:00:00,Faridabad
"Hotel Savoy Suites, Sector 16",Child,Lunch,VEG,SUNDAY,469,12:00:00,16:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Dinner,VEG,SUNDAY,469,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,VEG,SUNDAY,899,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,NON-VEG,SUNDAY,999,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,VEG,SUNDAY,949,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,NON-VEG,SUNDAY,999,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Lunch,VEG,MONDAY,469,12:00:00,16:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Dinner,VEG,MONDAY,469,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,VEG,MONDAY,749,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,NON-VEG,MONDAY,799,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,VEG,MONDAY,849,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,NON-VEG,MONDAY,899,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Lunch,VEG,TUESDAY,469,12:00:00,16:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Dinner,VEG,TUESDAY,469,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,VEG,TUESDAY,749,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,NON-VEG,TUESDAY,799,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,VEG,TUESDAY,849,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,NON-VEG,TUESDAY,899,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Lunch,VEG,WEDNESDAY,469,12:00:00,16:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Dinner,VEG,WEDNESDAY,469,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,VEG,WEDNESDAY,749,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,NON-VEG,WEDNESDAY,799,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,VEG,WEDNESDAY,849,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,NON-VEG,WEDNESDAY,899,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Lunch,VEG,THURSDAY,469,12:00:00,16:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Dinner,VEG,THURSDAY,469,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,VEG,THURSDAY,749,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,NON-VEG,THURSDAY,799,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,VEG,THURSDAY,849,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,NON-VEG,THURSDAY,899,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Lunch,VEG,FRIDAY,469,12:00:00,16:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Dinner,VEG,FRIDAY,469,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,VEG,FRIDAY,749,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,NON-VEG,FRIDAY,799,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,VEG,FRIDAY,849,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,NON-VEG,FRIDAY,899,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Lunch,VEG,SATURDAY,469,12:00:00,16:00:00,Noida
"Hotel Savoy Suites, Sector 16",Child,Dinner,VEG,SATURDAY,469,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,VEG,SATURDAY,899,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Lunch,NON-VEG,SATURDAY,999,12:00:00,18:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,VEG,SATURDAY,949,18:00:00,23:00:00,Noida
"Hotel Savoy Suites, Sector 16",Adult,Dinner,NON-VEG,SATURDAY,999,18:00:00,23:00:00,Noida
Connaught Place,Adult,Early Bird Dinner,VEG,THURSDAY,999,18:00:00,19:00:00,New Delhi
Connaught Place,Adult,Early Bird Dinner,NON-VEG,THURSDAY,1099,18:00:00,19:00:00,New Delhi
Connaught Place,Child,Lunch,VEG,THURSDAY,469,12:00:00,16:00:00,New Delhi
Connaught Place,Child,Dinner,VEG,THURSDAY,469,18:00:00,23:00:00,New Delhi
Connaught Place,Adult,Lunch,VEG,THURSDAY,999,12:00:00,16:00:00,New Delhi
Connaught Place,Adult,Lunch,NON-VEG,THURSDAY,1049,12:00:00,16:00:00,New Delhi
Connaught Place,Adult,Dinner,VEG,THURSDAY,1099,19:15:00,23:00:00,New Delhi
Connaught Place,Adult,Dinner,NON-VEG,THURSDAY,1199,19:15:00,23:00:00,New Delhi
Connaught Place,Child,Lunch,VEG,SUNDAY,469,12:00:00,16:00:00,New Delhi
Connaught Place,Child,Dinner,VEG,SUNDAY,469,18:00:00,23:00:00,New Delhi
Connaught Place,Adult,Lunch,VEG,SUNDAY,999,12:00:00,16:00:00,New Delhi
Connaught Place,Adult,Lunch,NON-VEG,SUNDAY,1049,12:00:00,16:00:00,New Delhi
Connaught Place,Adult,Dinner,VEG,SUNDAY,1099,19:15:00,23:00:00,New Delhi
Connaught Place,Adult,Dinner,NON-VEG,SUNDAY,1199,19:15:00,23:00:00,New Delhi
Connaught Place,Child,Lunch,VEG,MONDAY,469,12:00:00,16:00:00,New Delhi
