primary_name,Customer Type,Period Name,Food Type,Week Name,Total Amount,Slot Timing From,Slot Timing To,city
"Urban Estate, Phase 2",Adult,Dinner,NON-VEG,THURSDAY,749,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,VEG,THURSDAY,399,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,NON-VEG,THURSDAY,449,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Child,Dinner,VEG,FRIDAY,399,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Child,Lunch,VEG,FRIDAY,299,12:00:00,16:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,VEG,FRIDAY,749,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,NON-VEG,FRIDAY,749,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,VEG,FRIDAY,399,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,NON-VEG,FRIDAY,449,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Child,Dinner,VEG,SATURDAY,399,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Child,Lunch,VEG,SATURDAY,299,12:00:00,16:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,VEG,SATURDAY,499,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,NON-VEG,SATURDAY,499,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,VEG,SATURDAY,799,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,NON-VEG,SATURDAY,849,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Child,Dinner,VEG,SUNDAY,399,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Child,Lunch,VEG,SUNDAY,299,12:00:00,16:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,VEG,SUNDAY,499,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,NON-VEG,SUNDAY,499,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,VEG,SUNDAY,799,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,NON-VEG,SUNDAY,849,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Child,Dinner,VEG,MONDAY,399,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Child,Lunch,VEG,MONDAY,299,12:00:00,16:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,VEG,MONDAY,699,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,NON-VEG,MONDAY,749,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,VEG,MONDAY,399,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,NON-VEG,MONDAY,449,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Child,Dinner,VEG,TUESDAY,399,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Child,Lunch,VEG,TUESDAY,299,12:00:00,16:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,VEG,TUESDAY,699,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,NON-VEG,TUESDAY,749,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,VEG,TUESDAY,399,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,NON-VEG,TUESDAY,449,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Child,Dinner,VEG,WEDNESDAY,399,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Child,Lunch,VEG,WEDNESDAY,299,12:00:00,16:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,VEG,WEDNESDAY,699,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Dinner,NON-VEG,WEDNESDAY,749,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,VEG,WEDNESDAY,399,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Adult,Lunch,NON-VEG,WEDNESDAY,449,12:00:00,18:00:00,Patiala
"Urban Estate, Phase 2",Child,Dinner,VEG,THURSDAY,399,18:00:00,23:00:00,Patiala
"Urban Estate, Phase 2",Child,Lunch,VEG,THURSDAY,299,12:00:00,16:00:00,Patiala
"Municipal Office Road, Noyyal",Adult,Lunch,VEG,SUNDAY,749,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,NON-VEG,SUNDAY,799,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,VEG,SUNDAY,749,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,NON-VEG,SUNDAY,799,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,VEG,MONDAY,749,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,NON-VEG,MONDAY,799,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,VEG,MONDAY,399,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,NON-VEG,MONDAY,449,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,VEG,TUESDAY,749,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,NON-VEG,TUESDAY,799,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,VEG,TUESDAY,399,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,NON-VEG,TUESDAY,449,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,VEG,WEDNESDAY,749,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,NON-VEG,WEDNESDAY,799,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,VEG,WEDNESDAY,399,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,NON-VEG,WEDNESDAY,449,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,VEG,THURSDAY,749,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,NON-VEG,THURSDAY,799,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,VEG,THURSDAY,399,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,NON-VEG,THURSDAY,449,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,VEG,FRIDAY,749,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,NON-VEG,FRIDAY,799,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,VEG,FRIDAY,399,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,NON-VEG,FRIDAY,449,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,VEG,SATURDAY,449,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Lunch,NON-VEG,SATURDAY,499,11:30:00,18:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,VEG,SATURDAY,749,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Adult,Dinner,NON-VEG,SATURDAY,799,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Lunch,VEG,SUNDAY,399,11:30:00,16:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Dinner,VEG,SUNDAY,399,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Lunch,VEG,MONDAY,299,12:00:00,16:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Dinner,VEG,MONDAY,399,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Lunch,VEG,TUESDAY,299,12:00:00,16:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Dinner,VEG,TUESDAY,399,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Lunch,VEG,WEDNESDAY,299,12:00:00,16:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Dinner,VEG,WEDNESDAY,399,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Lunch,VEG,THURSDAY,299,12:00:00,16:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Dinner,VEG,THURSDAY,399,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Lunch,VEG,FRIDAY,299,12:00:00,16:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Dinner,VEG,FRIDAY,399,18:30:00,23:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Lunch,VEG,SATURDAY,299,12:00:00,16:00:00,Tirupur
"Municipal Office Road, Noyyal",Child,Dinner,VEG,SATURDAY,399,18:30:00,23:00:00,Tirupur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Dinner,VEG,SUNDAY,429,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Dinner,VEG,SATURDAY,429,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Lunch,VEG,SUNDAY,429,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Lunch,VEG,SATURDAY,429,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Dinner,VEG,TUESDAY,429,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Dinner,VEG,WEDNESDAY,429,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Dinner,VEG,FRIDAY,429,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Lunch,VEG,TUESDAY,429,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Lunch,VEG,WEDNESDAY,429,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Lunch,VEG,FRIDAY,429,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Dinner,VEG,THURSDAY,429,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Lunch,VEG,THURSDAY,429,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Dinner,VEG,MONDAY,429,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Child,Lunch,VEG,MONDAY,429,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,VEG,SUNDAY,879,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,NON-VEG,SUNDAY,929,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,NON-VEG,SUNDAY,929,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,VEG,SUNDAY,879,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,VEG,MONDAY,779,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,NON-VEG,MONDAY,829,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,VEG,MONDAY,779,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,NON-VEG,MONDAY,829,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,VEG,TUESDAY,779,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,NON-VEG,TUESDAY,829,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,VEG,TUESDAY,779,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,NON-VEG,TUESDAY,829,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,VEG,WEDNESDAY,779,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,NON-VEG,WEDNESDAY,829,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,VEG,WEDNESDAY,779,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,NON-VEG,WEDNESDAY,829,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,VEG,THURSDAY,779,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,NON-VEG,THURSDAY,829,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,VEG,THURSDAY,779,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,NON-VEG,THURSDAY,829,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,VEG,FRIDAY,879,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,NON-VEG,FRIDAY,929,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,VEG,FRIDAY,879,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,NON-VEG,FRIDAY,929,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,VEG,SATURDAY,879,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Lunch,NON-VEG,SATURDAY,929,11:30:00,16:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,VEG,SATURDAY,879,18:30:00,23:00:00,Guntur
"Lakshmipuram Main Rd,Ashok Ngr",Adult,Dinner,NON-VEG,SATURDAY,929,18:30:00,23:00:00,Guntur
"JHV Mall, The Mall Road",Adult,Early Bird Dinner,VEG,SUNDAY,749,18:00:00,19:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Early Bird Dinner,NON-VEG,SUNDAY,849,18:00:00,19:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Early Bird Dinner,NON-VEG,FRIDAY,799,18:00:00,19:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Early Bird Dinner,VEG,FRIDAY,649,18:00:00,19:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Early Bird Dinner,VEG,SATURDAY,649,18:00:00,19:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Early Bird Dinner,NON-VEG,SATURDAY,799,18:00:00,19:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,VEG,SUNDAY,849,19:15:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,NON-VEG,SUNDAY,949,19:15:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,NON-VEG,FRIDAY,949,19:15:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,VEG,FRIDAY,849,19:15:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,VEG,SATURDAY,849,19:15:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,NON-VEG,SATURDAY,949,19:15:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Lunch,VEG,SUNDAY,429,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Lunch,VEG,WEDNESDAY,429,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Lunch,VEG,THURSDAY,429,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Lunch,VEG,FRIDAY,429,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Lunch,VEG,SATURDAY,429,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Lunch,VEG,MONDAY,429,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Lunch,VEG,TUESDAY,429,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Dinner,VEG,SUNDAY,429,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Dinner,VEG,WEDNESDAY,429,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Dinner,VEG,THURSDAY,429,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Dinner,VEG,FRIDAY,429,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Dinner,VEG,SATURDAY,429,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Dinner,VEG,MONDAY,429,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Child,Dinner,VEG,TUESDAY,429,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,VEG,SUNDAY,849,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,NON-VEG,SUNDAY,949,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,VEG,MONDAY,699,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,NON-VEG,MONDAY,799,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,VEG,MONDAY,799,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,NON-VEG,MONDAY,899,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,VEG,TUESDAY,699,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,NON-VEG,TUESDAY,799,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,VEG,TUESDAY,799,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,NON-VEG,TUESDAY,899,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,NON-VEG,WEDNESDAY,799,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,VEG,WEDNESDAY,699,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,NON-VEG,WEDNESDAY,899,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,VEG,WEDNESDAY,799,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,NON-VEG,THURSDAY,799,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,VEG,THURSDAY,699,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,NON-VEG,THURSDAY,899,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Dinner,VEG,THURSDAY,799,18:00:00,23:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,NON-VEG,FRIDAY,899,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,VEG,FRIDAY,799,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,VEG,SATURDAY,849,12:00:00,16:00:00,Varanasi
"JHV Mall, The Mall Road",Adult,Lunch,NON-VEG,SATURDAY,949,12:00:00,16:00:00,Varanasi
"Forum Sujana Mall, Kukatpally",Child,Dinner,VEG,THURSDAY,469,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,NON-VEG,TUESDAY,899,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Lunch,VEG,FRIDAY,469,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,VEG,TUESDAY,799,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Dinner,VEG,FRIDAY,469,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,NON-VEG,TUESDAY,899,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Lunch,VEG,TUESDAY,469,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,VEG,WEDNESDAY,799,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Dinner,VEG,TUESDAY,469,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,NON-VEG,WEDNESDAY,899,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Lunch,VEG,MONDAY,469,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,VEG,WEDNESDAY,799,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Dinner,VEG,MONDAY,469,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,NON-VEG,WEDNESDAY,899,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,VEG,THURSDAY,799,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,NON-VEG,THURSDAY,899,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,NON-VEG,THURSDAY,899,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,VEG,THURSDAY,799,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,NON-VEG,FRIDAY,999,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,VEG,FRIDAY,899,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,VEG,FRIDAY,899,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,NON-VEG,FRIDAY,999,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,VEG,SATURDAY,899,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,NON-VEG,SATURDAY,999,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,VEG,SATURDAY,899,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,NON-VEG,SATURDAY,999,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Lunch,VEG,SUNDAY,469,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Dinner,VEG,SUNDAY,469,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Lunch,VEG,SATURDAY,469,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Dinner,VEG,SATURDAY,469,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,VEG,SUNDAY,929,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,NON-VEG,SUNDAY,1029,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,NON-VEG,SUNDAY,1029,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,VEG,SUNDAY,929,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,VEG,MONDAY,829,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,NON-VEG,MONDAY,929,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,VEG,MONDAY,829,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Dinner,NON-VEG,MONDAY,929,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Adult,Lunch,VEG,TUESDAY,829,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Lunch,VEG,WEDNESDAY,469,11:30:00,16:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Dinner,VEG,WEDNESDAY,469,18:30:00,23:00:00,Hyderabad
"Forum Sujana Mall, Kukatpally",Child,Lunch,VEG,THURSDAY,469,11:30:00,16:00:00,Hyderabad
"Diamond Plaza, Jessore Road",Child,Dinner,VEG,SUNDAY,469,18:30:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Dinner,VEG,TUESDAY,469,18:30:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Dinner,VEG,WEDNESDAY,469,18:30:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Dinner,VEG,THURSDAY,469,18:30:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Lunch,VEG,SATURDAY,899,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Dinner,VEG,FRIDAY,469,18:30:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Lunch,NON-VEG,SATURDAY,949,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Dinner,VEG,SATURDAY,469,18:30:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Dinner,VEG,SATURDAY,899,18:00:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Lunch,VEG,SUNDAY,469,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Dinner,VEG,SUNDAY,899,18:00:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Lunch,VEG,TUESDAY,469,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Dinner,NON-VEG,SATURDAY,949,18:00:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Lunch,VEG,WEDNESDAY,469,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Dinner,NON-VEG,SUNDAY,949,18:00:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Lunch,VEG,THURSDAY,469,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Lunch,VEG,SUNDAY,899,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Lunch,VEG,FRIDAY,469,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Lunch,NON-VEG,SUNDAY,949,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Child,Lunch,VEG,SATURDAY,469,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Lunch,NON-VEG,WEDNESDAY,899,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Lunch,NON-VEG,THURSDAY,899,12:00:00,16:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Dinner,NON-VEG,WEDNESDAY,899,18:00:00,23:00:00,Kolkata
"Diamond Plaza, Jessore Road",Adult,Dinner,NON-VEG,THURSDAY,899,18:00:00,23:00:00,Kolkata
